,adcode,bodyType,id,model,province,regMonth,regYear,popularity,carCommentVolum,newsReplyVolum,label
32,320000,Sedan,0,3d7554f1f56dd664,江苏,1,2016,4436.0,43.0,3996.0,1685.0
33,360000,Sedan,0,3d7554f1f56dd664,江西,1,2016,1170.0,43.0,3996.0,393.0
34,130000,Sedan,0,3d7554f1f56dd664,河北,1,2016,3275.0,43.0,3996.0,788.0
35,410000,Sedan,0,3d7554f1f56dd664,河南,1,2016,3728.0,43.0,3996.0,850.0
36,330000,Sedan,0,3d7554f1f56dd664,浙江,1,2016,4077.0,43.0,3996.0,1438.0
37,420000,Sedan,0,3d7554f1f56dd664,湖北,1,2016,2086.0,43.0,3996.0,762.0
38,430000,Sedan,0,3d7554f1f56dd664,湖南,1,2016,1887.0,43.0,3996.0,678.0
39,350000,Sedan,0,3d7554f1f56dd664,福建,1,2016,1812.0,43.0,3996.0,1115.0
40,210000,Sedan,0,3d7554f1f56dd664,辽宁,1,2016,3398.0,43.0,3996.0,1304.0
41,500000,Sedan,0,3d7554f1f56dd664,重庆,1,2016,679.0,43.0,3996.0,188.0
42,610000,Sedan,0,3d7554f1f56dd664,陕西,1,2016,1444.0,43.0,3996.0,240.0
43,230000,Sedan,0,3d7554f1f56dd664,黑龙江,1,2016,2274.0,43.0,3996.0,467.0
44,310000,SUV,0,2d0d2c3403909fdb,上海,1,2016,822.0,59.0,698.0,232.0
45,530000,SUV,0,2d0d2c3403909fdb,云南,1,2016,1017.0,59.0,698.0,297.0
46,150000,SUV,0,2d0d2c3403909fdb,内蒙古,1,2016,932.0,59.0,698.0,259.0
47,110000,SUV,0,2d0d2c3403909fdb,北京,1,2016,1337.0,59.0,698.0,805.0
48,510000,SUV,0,2d0d2c3403909fdb,四川,1,2016,2167.0,59.0,698.0,423.0
49,340000,SUV,0,2d0d2c3403909fdb,安徽,1,2016,851.0,59.0,698.0,138.0
50,370000,SUV,0,2d0d2c3403909fdb,山东,1,2016,2019.0,59.0,698.0,337.0
51,140000,SUV,0,2d0d2c3403909fdb,山西,1,2016,712.0,59.0,698.0,166.0
52,440000,SUV,0,2d0d2c3403909fdb,广东,1,2016,3140.0,59.0,698.0,1775.0
53,450000,SUV,0,2d0d2c3403909fdb,广西,1,2016,527.0,59.0,698.0,207.0
54,320000,SUV,0,2d0d2c3403909fdb,江苏,1,2016,1790.0,59.0,698.0,463.0
55,360000,SUV,0,2d0d2c3403909fdb,江西,1,2016,467.0,59.0,698.0,97.0
56,130000,SUV,0,2d0d2c3403909fdb,河北,1,2016,1780.0,59.0,698.0,326.0
57,410000,SUV,0,2d0d2c3403909fdb,河南,1,2016,1890.0,59.0,698.0,271.0
58,330000,SUV,0,2d0d2c3403909fdb,浙江,1,2016,1695.0,59.0,698.0,381.0
59,420000,SUV,0,2d0d2c3403909fdb,湖北,1,2016,1030.0,59.0,698.0,226.0
60,430000,SUV,0,2d0d2c3403909fdb,湖南,1,2016,866.0,59.0,698.0,259.0
61,350000,SUV,0,2d0d2c3403909fdb,福建,1,2016,537.0,59.0,698.0,137.0
62,210000,SUV,0,2d0d2c3403909fdb,辽宁,1,2016,1281.0,59.0,698.0,543.0
63,500000,SUV,0,2d0d2c3403909fdb,重庆,1,2016,458.0,59.0,698.0,172.0
64,610000,SUV,0,2d0d2c3403909fdb,陕西,1,2016,838.0,59.0,698.0,248.0
65,230000,SUV,0,2d0d2c3403909fdb,黑龙江,1,2016,1158.0,59.0,698.0,362.0
66,310000,Sedan,0,a28bb927b6fcb33c,上海,1,2016,669.0,219.0,117.0,243.0
67,530000,Sedan,0,a28bb927b6fcb33c,云南,1,2016,465.0,219.0,117.0,238.0
68,150000,Sedan,0,a28bb927b6fcb33c,内蒙古,1,2016,552.0,219.0,117.0,190.0
69,110000,Sedan,0,a28bb927b6fcb33c,北京,1,2016,1026.0,219.0,117.0,335.0
70,510000,Sedan,0,a28bb927b6fcb33c,四川,1,2016,1753.0,219.0,117.0,528.0
71,340000,Sedan,0,a28bb927b6fcb33c,安徽,1,2016,735.0,219.0,117.0,308.0
72,370000,Sedan,0,a28bb927b6fcb33c,山东,1,2016,1635.0,219.0,117.0,424.0
73,140000,Sedan,0,a28bb927b6fcb33c,山西,1,2016,578.0,219.0,117.0,182.0
74,440000,Sedan,0,a28bb927b6fcb33c,广东,1,2016,4350.0,219.0,117.0,4260.0
75,450000,Sedan,0,a28bb927b6fcb33c,广西,1,2016,617.0,219.0,117.0,414.0
76,320000,Sedan,0,a28bb927b6fcb33c,江苏,1,2016,2035.0,219.0,117.0,902.0
77,360000,Sedan,0,a28bb927b6fcb33c,江西,1,2016,491.0,219.0,117.0,248.0
78,130000,Sedan,0,a28bb927b6fcb33c,河北,1,2016,1540.0,219.0,117.0,409.0
79,410000,Sedan,0,a28bb927b6fcb33c,河南,1,2016,1535.0,219.0,117.0,455.0
80,330000,Sedan,0,a28bb927b6fcb33c,浙江,1,2016,2053.0,219.0,117.0,1040.0
81,420000,Sedan,0,a28bb927b6fcb33c,湖北,1,2016,1022.0,219.0,117.0,675.0
82,430000,Sedan,0,a28bb927b6fcb33c,湖南,1,2016,870.0,219.0,117.0,547.0
83,350000,Sedan,0,a28bb927b6fcb33c,福建,1,2016,717.0,219.0,117.0,464.0
84,210000,Sedan,0,a28bb927b6fcb33c,辽宁,1,2016,1261.0,219.0,117.0,649.0
85,500000,Sedan,0,a28bb927b6fcb33c,重庆,1,2016,352.0,219.0,117.0,187.0
86,610000,Sedan,0,a28bb927b6fcb33c,陕西,1,2016,648.0,219.0,117.0,259.0
87,230000,Sedan,0,a28bb927b6fcb33c,黑龙江,1,2016,944.0,219.0,117.0,291.0
88,310000,MPV,0,17bc272c93f19d56,上海,1,2016,3369.0,0.0,0.0,365.0
89,530000,MPV,0,17bc272c93f19d56,云南,1,2016,6548.0,0.0,0.0,4147.0
90,150000,MPV,0,17bc272c93f19d56,内蒙古,1,2016,2074.0,0.0,0.0,567.0
91,110000,MPV,0,17bc272c93f19d56,北京,1,2016,4987.0,0.0,0.0,456.0
92,510000,MPV,0,17bc272c93f19d56,四川,1,2016,8433.0,0.0,0.0,1772.0
93,340000,MPV,0,17bc272c93f19d56,安徽,1,2016,4473.0,0.0,0.0,2289.0
94,370000,MPV,0,17bc272c93f19d56,山东,1,2016,11802.0,0.0,0.0,5481.0
95,140000,MPV,0,17bc272c93f19d56,山西,1,2016,5520.0,0.0,0.0,2166.0
96,440000,MPV,0,17bc272c93f19d56,广东,1,2016,14106.0,0.0,0.0,2118.0
97,450000,MPV,0,17bc272c93f19d56,广西,1,2016,5444.0,0.0,0.0,4779.0
98,320000,MPV,0,17bc272c93f19d56,江苏,1,2016,9156.0,0.0,0.0,2358.0
99,360000,MPV,0,17bc272c93f19d56,江西,1,2016,3102.0,0.0,0.0,1882.0
100,130000,MPV,0,17bc272c93f19d56,河北,1,2016,10812.0,0.0,0.0,4112.0
101,410000,MPV,0,17bc272c93f19d56,河南,1,2016,19036.0,0.0,0.0,7051.0
102,330000,MPV,0,17bc272c93f19d56,浙江,1,2016,7690.0,0.0,0.0,1411.0
103,420000,MPV,0,17bc272c93f19d56,湖北,1,2016,4759.0,0.0,0.0,1923.0
104,430000,MPV,0,17bc272c93f19d56,湖南,1,2016,5196.0,0.0,0.0,2637.0
105,350000,MPV,0,17bc272c93f19d56,福建,1,2016,2703.0,0.0,0.0,670.0
106,210000,MPV,0,17bc272c93f19d56,辽宁,1,2016,3388.0,0.0,0.0,1203.0
107,500000,MPV,0,17bc272c93f19d56,重庆,1,2016,1541.0,0.0,0.0,370.0
108,610000,MPV,0,17bc272c93f19d56,陕西,1,2016,5882.0,0.0,0.0,2683.0
109,230000,MPV,0,17bc272c93f19d56,黑龙江,1,2016,2569.0,0.0,0.0,721.0
110,310000,SUV,0,2a2ab41f8f6ff1cb,上海,1,2016,1320.0,29.0,3278.0,431.0
111,530000,SUV,0,2a2ab41f8f6ff1cb,云南,1,2016,755.0,29.0,3278.0,248.0
112,150000,SUV,0,2a2ab41f8f6ff1cb,内蒙古,1,2016,1243.0,29.0,3278.0,939.0
113,110000,SUV,0,2a2ab41f8f6ff1cb,北京,1,2016,1904.0,29.0,3278.0,458.0
114,510000,SUV,0,2a2ab41f8f6ff1cb,四川,1,2016,3683.0,29.0,3278.0,1221.0
115,340000,SUV,0,2a2ab41f8f6ff1cb,安徽,1,2016,1999.0,29.0,3278.0,1440.0
116,370000,SUV,0,2a2ab41f8f6ff1cb,山东,1,2016,4276.0,29.0,3278.0,1657.0
117,140000,SUV,0,2a2ab41f8f6ff1cb,山西,1,2016,1454.0,29.0,3278.0,639.0
118,440000,SUV,0,2a2ab41f8f6ff1cb,广东,1,2016,9568.0,29.0,3278.0,6442.0
119,450000,SUV,0,2a2ab41f8f6ff1cb,广西,1,2016,1119.0,29.0,3278.0,719.0
120,320000,SUV,0,2a2ab41f8f6ff1cb,江苏,1,2016,4257.0,29.0,3278.0,2063.0
121,360000,SUV,0,2a2ab41f8f6ff1cb,江西,1,2016,1387.0,29.0,3278.0,1070.0
122,130000,SUV,0,2a2ab41f8f6ff1cb,河北,1,2016,4276.0,29.0,3278.0,1775.0
123,410000,SUV,0,2a2ab41f8f6ff1cb,河南,1,2016,5788.0,29.0,3278.0,2481.0
124,330000,SUV,0,2a2ab41f8f6ff1cb,浙江,1,2016,2659.0,29.0,3278.0,1156.0
125,420000,SUV,0,2a2ab41f8f6ff1cb,湖北,1,2016,2506.0,29.0,3278.0,1769.0
126,430000,SUV,0,2a2ab41f8f6ff1cb,湖南,1,2016,2392.0,29.0,3278.0,1843.0
127,350000,SUV,0,2a2ab41f8f6ff1cb,福建,1,2016,956.0,29.0,3278.0,356.0
128,210000,SUV,0,2a2ab41f8f6ff1cb,辽宁,1,2016,755.0,29.0,3278.0,299.0
129,500000,SUV,0,2a2ab41f8f6ff1cb,重庆,1,2016,1291.0,29.0,3278.0,771.0
130,610000,SUV,0,2a2ab41f8f6ff1cb,陕西,1,2016,1320.0,29.0,3278.0,524.0
131,230000,SUV,0,2a2ab41f8f6ff1cb,黑龙江,1,2016,1100.0,29.0,3278.0,605.0
132,310000,MPV,0,c06a2a387c0ee510,上海,1,2016,1117.0,2.0,1508.0,1178.0
133,530000,MPV,0,c06a2a387c0ee510,云南,1,2016,418.0,2.0,1508.0,77.0
134,150000,MPV,0,c06a2a387c0ee510,内蒙古,1,2016,381.0,2.0,1508.0,67.0
135,110000,MPV,0,c06a2a387c0ee510,北京,1,2016,1524.0,2.0,1508.0,1071.0
136,510000,MPV,0,c06a2a387c0ee510,四川,1,2016,1133.0,2.0,1508.0,156.0
137,340000,MPV,0,c06a2a387c0ee510,安徽,1,2016,502.0,2.0,1508.0,149.0
138,370000,MPV,0,c06a2a387c0ee510,山东,1,2016,1953.0,2.0,1508.0,635.0
139,140000,MPV,0,c06a2a387c0ee510,山西,1,2016,589.0,2.0,1508.0,133.0
140,440000,MPV,0,c06a2a387c0ee510,广东,1,2016,1985.0,2.0,1508.0,585.0
141,450000,MPV,0,c06a2a387c0ee510,广西,1,2016,299.0,2.0,1508.0,58.0
142,320000,MPV,0,c06a2a387c0ee510,江苏,1,2016,1647.0,2.0,1508.0,739.0
143,360000,MPV,0,c06a2a387c0ee510,江西,1,2016,305.0,2.0,1508.0,91.0
144,130000,MPV,0,c06a2a387c0ee510,河北,1,2016,1286.0,2.0,1508.0,250.0
145,410000,MPV,0,c06a2a387c0ee510,河南,1,2016,1713.0,2.0,1508.0,383.0
146,330000,MPV,0,c06a2a387c0ee510,浙江,1,2016,1209.0,2.0,1508.0,395.0
147,420000,MPV,0,c06a2a387c0ee510,湖北,1,2016,528.0,2.0,1508.0,109.0
148,430000,MPV,0,c06a2a387c0ee510,湖南,1,2016,416.0,2.0,1508.0,80.0
149,350000,MPV,0,c06a2a387c0ee510,福建,1,2016,410.0,2.0,1508.0,77.0
150,210000,MPV,0,c06a2a387c0ee510,辽宁,1,2016,669.0,2.0,1508.0,160.0
151,500000,MPV,0,c06a2a387c0ee510,重庆,1,2016,299.0,2.0,1508.0,81.0
152,610000,MPV,0,c06a2a387c0ee510,陕西,1,2016,607.0,2.0,1508.0,175.0
153,230000,MPV,0,c06a2a387c0ee510,黑龙江,1,2016,575.0,2.0,1508.0,108.0
154,310000,Sedan,0,7023efdab9cedc03,上海,1,2016,2658.0,12.0,54.0,992.0
155,530000,Sedan,0,7023efdab9cedc03,云南,1,2016,994.0,12.0,54.0,191.0
156,150000,Sedan,0,7023efdab9cedc03,内蒙古,1,2016,973.0,12.0,54.0,102.0
157,110000,Sedan,0,7023efdab9cedc03,北京,1,2016,2354.0,12.0,54.0,210.0
158,510000,Sedan,0,7023efdab9cedc03,四川,1,2016,3507.0,12.0,54.0,429.0
159,340000,Sedan,0,7023efdab9cedc03,安徽,1,2016,2472.0,12.0,54.0,762.0
160,370000,Sedan,0,7023efdab9cedc03,山东,1,2016,4806.0,12.0,54.0,898.0
161,140000,Sedan,0,7023efdab9cedc03,山西,1,2016,1180.0,12.0,54.0,114.0
162,440000,Sedan,0,7023efdab9cedc03,广东,1,2016,4122.0,12.0,54.0,609.0
163,450000,Sedan,0,7023efdab9cedc03,广西,1,2016,904.0,12.0,54.0,170.0
164,320000,Sedan,0,7023efdab9cedc03,江苏,1,2016,6905.0,12.0,54.0,1906.0
165,360000,Sedan,0,7023efdab9cedc03,江西,1,2016,1457.0,12.0,54.0,344.0
166,130000,Sedan,0,7023efdab9cedc03,河北,1,2016,2831.0,12.0,54.0,279.0
167,410000,Sedan,0,7023efdab9cedc03,河南,1,2016,4025.0,12.0,54.0,558.0
168,330000,Sedan,0,7023efdab9cedc03,浙江,1,2016,4992.0,12.0,54.0,1566.0
169,420000,Sedan,0,7023efdab9cedc03,湖北,1,2016,2071.0,12.0,54.0,453.0
170,430000,Sedan,0,7023efdab9cedc03,湖南,1,2016,1836.0,12.0,54.0,459.0
171,350000,Sedan,0,7023efdab9cedc03,福建,1,2016,1242.0,12.0,54.0,237.0
172,210000,Sedan,0,7023efdab9cedc03,辽宁,1,2016,1249.0,12.0,54.0,158.0
173,500000,Sedan,0,7023efdab9cedc03,重庆,1,2016,690.0,12.0,54.0,81.0
174,610000,Sedan,0,7023efdab9cedc03,陕西,1,2016,1608.0,12.0,54.0,275.0
175,230000,Sedan,0,7023efdab9cedc03,黑龙江,1,2016,1015.0,12.0,54.0,38.0
176,310000,SUV,0,af6f4f548684e14d,上海,1,2016,3615.0,152.0,3963.0,1572.0
177,530000,SUV,0,af6f4f548684e14d,云南,1,2016,1296.0,152.0,3963.0,612.0
178,150000,SUV,0,af6f4f548684e14d,内蒙古,1,2016,1120.0,152.0,3963.0,463.0
179,110000,SUV,0,af6f4f548684e14d,北京,1,2016,3499.0,152.0,3963.0,895.0
180,510000,SUV,0,af6f4f548684e14d,四川,1,2016,4444.0,152.0,3963.0,1417.0
181,340000,SUV,0,af6f4f548684e14d,安徽,1,2016,2230.0,152.0,3963.0,1219.0
182,370000,SUV,0,af6f4f548684e14d,山东,1,2016,5494.0,152.0,3963.0,2241.0
183,140000,SUV,0,af6f4f548684e14d,山西,1,2016,1686.0,152.0,3963.0,677.0
184,440000,SUV,0,af6f4f548684e14d,广东,1,2016,5197.0,152.0,3963.0,2250.0
185,450000,SUV,0,af6f4f548684e14d,广西,1,2016,1054.0,152.0,3963.0,594.0
186,320000,SUV,0,af6f4f548684e14d,江苏,1,2016,5279.0,152.0,3963.0,2192.0
187,360000,SUV,0,af6f4f548684e14d,江西,1,2016,1609.0,152.0,3963.0,1062.0
188,130000,SUV,0,af6f4f548684e14d,河北,1,2016,3296.0,152.0,3963.0,1028.0
189,410000,SUV,0,af6f4f548684e14d,河南,1,2016,4697.0,152.0,3963.0,1627.0
190,330000,SUV,0,af6f4f548684e14d,浙江,1,2016,4054.0,152.0,3963.0,1657.0
191,420000,SUV,0,af6f4f548684e14d,湖北,1,2016,3170.0,152.0,3963.0,1510.0
192,430000,SUV,0,af6f4f548684e14d,湖南,1,2016,2730.0,152.0,3963.0,1650.0
193,350000,SUV,0,af6f4f548684e14d,福建,1,2016,1686.0,152.0,3963.0,850.0
194,210000,SUV,0,af6f4f548684e14d,辽宁,1,2016,1263.0,152.0,3963.0,446.0
195,500000,SUV,0,af6f4f548684e14d,重庆,1,2016,1302.0,152.0,3963.0,540.0
196,610000,SUV,0,af6f4f548684e14d,陕西,1,2016,1703.0,152.0,3963.0,746.0
197,230000,SUV,0,af6f4f548684e14d,黑龙江,1,2016,1082.0,152.0,3963.0,266.0
198,310000,Sedan,0,7cf283430b3b5e38,上海,1,2016,3212.0,270.0,3705.0,1709.0
199,530000,Sedan,0,7cf283430b3b5e38,云南,1,2016,1076.0,270.0,3705.0,390.0
200,150000,Sedan,0,7cf283430b3b5e38,内蒙古,1,2016,1156.0,270.0,3705.0,558.0
201,110000,Sedan,0,7cf283430b3b5e38,北京,1,2016,2656.0,270.0,3705.0,334.0
202,510000,Sedan,0,7cf283430b3b5e38,四川,1,2016,4395.0,270.0,3705.0,1710.0
203,340000,Sedan,0,7cf283430b3b5e38,安徽,1,2016,3459.0,270.0,3705.0,2375.0
204,370000,Sedan,0,7cf283430b3b5e38,山东,1,2016,7475.0,270.0,3705.0,3723.0
205,140000,Sedan,0,7cf283430b3b5e38,山西,1,2016,1738.0,270.0,3705.0,646.0
206,440000,Sedan,0,7cf283430b3b5e38,广东,1,2016,4986.0,270.0,3705.0,1777.0
207,450000,Sedan,0,7cf283430b3b5e38,广西,1,2016,1147.0,270.0,3705.0,677.0
208,320000,Sedan,0,7cf283430b3b5e38,江苏,1,2016,8826.0,270.0,3705.0,4998.0
209,360000,Sedan,0,7cf283430b3b5e38,江西,1,2016,1994.0,270.0,3705.0,1261.0
210,130000,Sedan,0,7cf283430b3b5e38,河北,1,2016,4492.0,270.0,3705.0,1931.0
211,410000,Sedan,0,7cf283430b3b5e38,河南,1,2016,6037.0,270.0,3705.0,2603.0
212,330000,Sedan,0,7cf283430b3b5e38,浙江,1,2016,5807.0,270.0,3705.0,3101.0
213,420000,Sedan,0,7cf283430b3b5e38,湖北,1,2016,2780.0,270.0,3705.0,1782.0
214,430000,Sedan,0,7cf283430b3b5e38,湖南,1,2016,2453.0,270.0,3705.0,1687.0
215,350000,Sedan,0,7cf283430b3b5e38,福建,1,2016,1588.0,270.0,3705.0,893.0
216,210000,Sedan,0,7cf283430b3b5e38,辽宁,1,2016,1526.0,270.0,3705.0,589.0
217,500000,Sedan,0,7cf283430b3b5e38,重庆,1,2016,856.0,270.0,3705.0,370.0
218,610000,Sedan,0,7cf283430b3b5e38,陕西,1,2016,1985.0,270.0,3705.0,741.0
219,230000,Sedan,0,7cf283430b3b5e38,黑龙江,1,2016,1103.0,270.0,3705.0,299.0
220,310000,Sedan,0,d4efbebb087fd03f,上海,1,2016,5993.0,17.0,2313.0,204.0
221,530000,Sedan,0,d4efbebb087fd03f,云南,1,2016,2144.0,17.0,2313.0,184.0
222,150000,Sedan,0,d4efbebb087fd03f,内蒙古,1,2016,3679.0,17.0,2313.0,389.0
223,110000,Sedan,0,d4efbebb087fd03f,北京,1,2016,12937.0,17.0,2313.0,207.0
224,510000,Sedan,0,d4efbebb087fd03f,四川,1,2016,7869.0,17.0,2313.0,955.0
225,340000,Sedan,0,d4efbebb087fd03f,安徽,1,2016,7626.0,17.0,2313.0,792.0
226,370000,Sedan,0,d4efbebb087fd03f,山东,1,2016,12840.0,17.0,2313.0,1924.0
227,140000,Sedan,0,d4efbebb087fd03f,山西,1,2016,4653.0,17.0,2313.0,452.0
228,440000,Sedan,0,d4efbebb087fd03f,广东,1,2016,24365.0,17.0,2313.0,1224.0
229,450000,Sedan,0,d4efbebb087fd03f,广西,1,2016,3508.0,17.0,2313.0,498.0
230,320000,Sedan,0,d4efbebb087fd03f,江苏,1,2016,15837.0,17.0,2313.0,1062.0
231,360000,Sedan,0,d4efbebb087fd03f,江西,1,2016,4410.0,17.0,2313.0,1049.0
232,130000,Sedan,0,d4efbebb087fd03f,河北,1,2016,9843.0,17.0,2313.0,919.0
233,410000,Sedan,0,d4efbebb087fd03f,河南,1,2016,19955.0,17.0,2313.0,2130.0
234,330000,Sedan,0,d4efbebb087fd03f,浙江,1,2016,15301.0,17.0,2313.0,1779.0
235,420000,Sedan,0,d4efbebb087fd03f,湖北,1,2016,6066.0,17.0,2313.0,890.0
236,430000,Sedan,0,d4efbebb087fd03f,湖南,1,2016,5043.0,17.0,2313.0,1524.0
237,350000,Sedan,0,d4efbebb087fd03f,福建,1,2016,6383.0,17.0,2313.0,671.0
238,210000,Sedan,0,d4efbebb087fd03f,辽宁,1,2016,7845.0,17.0,2313.0,214.0
239,500000,Sedan,0,d4efbebb087fd03f,重庆,1,2016,2607.0,17.0,2313.0,378.0
240,610000,Sedan,0,d4efbebb087fd03f,陕西,1,2016,4556.0,17.0,2313.0,927.0
241,230000,Sedan,0,d4efbebb087fd03f,黑龙江,1,2016,2412.0,17.0,2313.0,193.0
242,310000,Sedan,0,7245e0ee27b195cd,上海,1,2016,257.0,96.0,1699.0,78.0
243,530000,Sedan,0,7245e0ee27b195cd,云南,1,2016,231.0,96.0,1699.0,341.0
244,150000,Sedan,0,7245e0ee27b195cd,内蒙古,1,2016,425.0,96.0,1699.0,352.0
245,110000,Sedan,0,7245e0ee27b195cd,北京,1,2016,589.0,96.0,1699.0,235.0
246,510000,Sedan,0,7245e0ee27b195cd,四川,1,2016,867.0,96.0,1699.0,756.0
247,340000,Sedan,0,7245e0ee27b195cd,安徽,1,2016,371.0,96.0,1699.0,363.0
248,370000,Sedan,0,7245e0ee27b195cd,山东,1,2016,1727.0,96.0,1699.0,1789.0
249,140000,Sedan,0,7245e0ee27b195cd,山西,1,2016,568.0,96.0,1699.0,429.0
250,440000,Sedan,0,7245e0ee27b195cd,广东,1,2016,1219.0,96.0,1699.0,641.0
251,450000,Sedan,0,7245e0ee27b195cd,广西,1,2016,262.0,96.0,1699.0,285.0
252,320000,Sedan,0,7245e0ee27b195cd,江苏,1,2016,653.0,96.0,1699.0,444.0
253,360000,Sedan,0,7245e0ee27b195cd,江西,1,2016,342.0,96.0,1699.0,527.0
254,130000,Sedan,0,7245e0ee27b195cd,河北,1,2016,1440.0,96.0,1699.0,1277.0
255,410000,Sedan,0,7245e0ee27b195cd,河南,1,2016,1475.0,96.0,1699.0,1463.0
256,330000,Sedan,0,7245e0ee27b195cd,浙江,1,2016,746.0,96.0,1699.0,450.0
257,420000,Sedan,0,7245e0ee27b195cd,湖北,1,2016,374.0,96.0,1699.0,427.0
258,430000,Sedan,0,7245e0ee27b195cd,湖南,1,2016,473.0,96.0,1699.0,899.0
259,350000,Sedan,0,7245e0ee27b195cd,福建,1,2016,281.0,96.0,1699.0,201.0
260,210000,Sedan,0,7245e0ee27b195cd,辽宁,1,2016,464.0,96.0,1699.0,295.0
261,500000,Sedan,0,7245e0ee27b195cd,重庆,1,2016,179.0,96.0,1699.0,218.0
262,610000,Sedan,0,7245e0ee27b195cd,陕西,1,2016,803.0,96.0,1699.0,785.0
263,230000,Sedan,0,7245e0ee27b195cd,黑龙江,1,2016,349.0,96.0,1699.0,272.0
264,310000,SUV,0,8c915fe4632fb9fa,上海,1,2016,1275.0,3.0,4429.0,320.0
265,530000,SUV,0,8c915fe4632fb9fa,云南,1,2016,970.0,3.0,4429.0,785.0
266,150000,SUV,0,8c915fe4632fb9fa,内蒙古,1,2016,691.0,3.0,4429.0,363.0
267,110000,SUV,0,8c915fe4632fb9fa,北京,1,2016,1618.0,3.0,4429.0,362.0
268,510000,SUV,0,8c915fe4632fb9fa,四川,1,2016,2983.0,3.0,4429.0,1794.0
269,340000,SUV,0,8c915fe4632fb9fa,安徽,1,2016,1844.0,3.0,4429.0,1233.0
270,370000,SUV,0,8c915fe4632fb9fa,山东,1,2016,3234.0,3.0,4429.0,1412.0
271,140000,SUV,0,8c915fe4632fb9fa,山西,1,2016,1318.0,3.0,4429.0,494.0
272,440000,SUV,0,8c915fe4632fb9fa,广东,1,2016,3109.0,3.0,4429.0,1574.0
273,450000,SUV,0,8c915fe4632fb9fa,广西,1,2016,576.0,3.0,4429.0,527.0
274,320000,SUV,0,8c915fe4632fb9fa,江苏,1,2016,3152.0,3.0,4429.0,1591.0
275,360000,SUV,0,8c915fe4632fb9fa,江西,1,2016,985.0,3.0,4429.0,905.0
276,130000,SUV,0,8c915fe4632fb9fa,河北,1,2016,2507.0,3.0,4429.0,1293.0
