,index,adcode,bodyType,id,model,regMonth,regYear,popularity,carCommentVolum,newsReplyVolum,label,province_rank,date_block_num,class_id
34,5936,330000,Sedan,0,7cf283430b3b5e38,1,2016,5807.0,270.0,3705.0,3101.0,1,1,850
35,1876,530000,Sedan,0,a28bb927b6fcb33c,1,2016,465.0,219.0,117.0,238.0,4,1,64
36,17836,230000,SUV,0,bb9fbec9a2833839,1,2016,1349.0,4.0,920.0,89.0,5,1,1289
37,30072,210000,SUV,0,c6833cb891626c17,1,2016,1136.0,95.0,719.0,354.0,4,1,1129
38,17808,610000,SUV,0,bb9fbec9a2833839,1,2016,1726.0,4.0,920.0,186.0,4,1,1229
39,17780,500000,SUV,0,bb9fbec9a2833839,1,2016,1113.0,4.0,920.0,119.0,4,1,1169
40,30100,500000,SUV,0,c6833cb891626c17,1,2016,505.0,95.0,719.0,314.0,4,1,1189
41,5964,420000,Sedan,0,7cf283430b3b5e38,1,2016,2780.0,270.0,3705.0,1782.0,3,1,910
42,36344,310000,SUV,0,a9a43d1a7ecbe75d,1,2016,247.0,108.0,1923.0,204.0,3,1,60
43,30128,610000,SUV,0,c6833cb891626c17,1,2016,1105.0,95.0,719.0,440.0,4,1,1249
44,17724,350000,SUV,0,bb9fbec9a2833839,1,2016,1848.0,4.0,920.0,310.0,4,1,1049
45,1848,310000,Sedan,0,a28bb927b6fcb33c,1,2016,669.0,219.0,117.0,243.0,3,1,4
46,17696,430000,SUV,0,bb9fbec9a2833839,1,2016,2293.0,4.0,920.0,397.0,3,1,989
47,5992,430000,Sedan,0,7cf283430b3b5e38,1,2016,2453.0,270.0,3705.0,1687.0,3,1,970
48,30156,230000,SUV,0,c6833cb891626c17,1,2016,794.0,95.0,719.0,221.0,5,1,1309
49,17668,420000,SUV,0,bb9fbec9a2833839,1,2016,2833.0,4.0,920.0,375.0,3,1,929
50,30184,310000,Hatchback,0,3e21824be728cbec,1,2016,1443.0,79.0,1763.0,377.0,3,1,50
51,17640,330000,SUV,0,bb9fbec9a2833839,1,2016,5842.0,4.0,920.0,894.0,1,1,869
52,17612,410000,SUV,0,bb9fbec9a2833839,1,2016,4000.0,4.0,920.0,284.0,1,1,809
53,30212,530000,Hatchback,0,3e21824be728cbec,1,2016,1139.0,79.0,1763.0,439.0,4,1,110
54,6020,350000,Sedan,0,7cf283430b3b5e38,1,2016,1588.0,270.0,3705.0,893.0,4,1,1030
55,1820,230000,SUV,0,2d0d2c3403909fdb,1,2016,1158.0,59.0,698.0,362.0,5,1,1263
56,17752,210000,SUV,0,bb9fbec9a2833839,1,2016,1679.0,4.0,920.0,201.0,4,1,1109
57,30464,320000,Hatchback,0,3e21824be728cbec,1,2016,4611.0,79.0,1763.0,1936.0,1,1,650
58,6160,310000,Sedan,0,d4efbebb087fd03f,1,2016,5993.0,17.0,2313.0,204.0,3,1,11
59,1736,210000,SUV,0,2d0d2c3403909fdb,1,2016,1281.0,59.0,698.0,543.0,4,1,1083
60,1652,420000,SUV,0,2d0d2c3403909fdb,1,2016,1030.0,59.0,698.0,226.0,3,1,903
61,16772,340000,Sedan,0,ef76a85c4b39f693,1,2016,5572.0,1.0,1810.0,402.0,3,1,328
62,6300,340000,Sedan,0,d4efbebb087fd03f,1,2016,7626.0,17.0,2313.0,792.0,3,1,311
63,30744,610000,Hatchback,0,3e21824be728cbec,1,2016,1443.0,79.0,1763.0,511.0,4,1,1250
64,16744,510000,Sedan,0,ef76a85c4b39f693,1,2016,11344.0,1.0,1810.0,730.0,2,1,268
65,30772,230000,Hatchback,0,3e21824be728cbec,1,2016,839.0,79.0,1763.0,172.0,5,1,1310
66,16716,110000,Sedan,0,ef76a85c4b39f693,1,2016,7936.0,1.0,1810.0,802.0,2,1,208
67,16688,150000,Sedan,0,ef76a85c4b39f693,1,2016,2778.0,1.0,1810.0,156.0,5,1,148
68,30800,310000,Sedan,0,f8a6975573af1b33,1,2016,3628.0,23.0,2104.0,641.0,3,1,51
69,6328,370000,Sedan,0,d4efbebb087fd03f,1,2016,12840.0,17.0,2313.0,1924.0,1,1,371
70,1624,330000,SUV,0,2d0d2c3403909fdb,1,2016,1695.0,59.0,698.0,381.0,1,1,843
71,16660,530000,Sedan,0,ef76a85c4b39f693,1,2016,3423.0,1.0,1810.0,272.0,4,1,88
72,16800,370000,Sedan,0,ef76a85c4b39f693,1,2016,11145.0,1.0,1810.0,609.0,1,1,388
73,16632,310000,Sedan,0,ef76a85c4b39f693,1,2016,6186.0,1.0,1810.0,699.0,3,1,28
74,16604,230000,Hatchback,0,b4be3a4917289c82,1,2016,1903.0,10.0,10.0,13.0,5,1,1287
75,6356,140000,Sedan,0,d4efbebb087fd03f,1,2016,4653.0,17.0,2313.0,452.0,4,1,431
76,30856,150000,Sedan,0,f8a6975573af1b33,1,2016,1496.0,23.0,2104.0,80.0,5,1,171
77,16576,610000,Hatchback,0,b4be3a4917289c82,1,2016,2629.0,10.0,10.0,70.0,4,1,1227
78,30884,110000,Sedan,0,f8a6975573af1b33,1,2016,3856.0,23.0,2104.0,587.0,2,1,231
79,16548,500000,Hatchback,0,b4be3a4917289c82,1,2016,1546.0,10.0,10.0,26.0,4,1,1167
80,16520,210000,Hatchback,0,b4be3a4917289c82,1,2016,2650.0,10.0,10.0,143.0,4,1,1107
81,1596,410000,SUV,0,2d0d2c3403909fdb,1,2016,1890.0,59.0,698.0,271.0,1,1,783
82,6384,440000,Sedan,0,d4efbebb087fd03f,1,2016,24365.0,17.0,2313.0,1224.0,1,1,491
83,30912,510000,Sedan,0,f8a6975573af1b33,1,2016,7098.0,23.0,2104.0,832.0,2,1,291
84,16492,350000,Hatchback,0,b4be3a4917289c82,1,2016,2587.0,10.0,10.0,86.0,4,1,1047
85,16464,430000,Hatchback,0,b4be3a4917289c82,1,2016,2713.0,10.0,10.0,79.0,3,1,987
86,30828,530000,Sedan,0,f8a6975573af1b33,1,2016,2438.0,23.0,2104.0,375.0,4,1,111
87,17920,150000,SUV,0,da457d15788fe8ee,1,2016,1929.0,7.0,2800.0,187.0,5,1,150
88,16828,140000,Sedan,0,ef76a85c4b39f693,1,2016,2993.0,1.0,1810.0,168.0,4,1,448
89,6272,510000,Sedan,0,d4efbebb087fd03f,1,2016,7869.0,17.0,2313.0,955.0,2,1,251
90,17164,500000,Sedan,0,ef76a85c4b39f693,1,2016,2486.0,1.0,1810.0,224.0,4,1,1168
91,30492,360000,Hatchback,0,3e21824be728cbec,1,2016,1069.0,79.0,1763.0,453.0,4,1,710
92,17136,210000,Sedan,0,ef76a85c4b39f693,1,2016,4513.0,1.0,1810.0,358.0,4,1,1108
93,30520,130000,Hatchback,0,3e21824be728cbec,1,2016,3177.0,79.0,1763.0,1016.0,2,1,770
94,6188,530000,Sedan,0,d4efbebb087fd03f,1,2016,2144.0,17.0,2313.0,184.0,4,1,71
95,35868,340000,Sedan,0,c6cd4e0e073f5ac2,1,2016,1438.0,25.0,3681.0,1526.0,3,1,359
96,17080,430000,Sedan,0,ef76a85c4b39f693,1,2016,4682.0,1.0,1810.0,423.0,3,1,988
97,1708,350000,SUV,0,2d0d2c3403909fdb,1,2016,537.0,59.0,698.0,137.0,4,1,1023
98,30548,410000,Hatchback,0,3e21824be728cbec,1,2016,3915.0,79.0,1763.0,1137.0,1,1,830
99,17052,420000,Sedan,0,ef76a85c4b39f693,1,2016,5096.0,1.0,1810.0,405.0,3,1,928
100,17024,330000,Sedan,0,ef76a85c4b39f693,1,2016,14568.0,1.0,1810.0,1571.0,1,1,868
101,36736,330000,SUV,0,a9a43d1a7ecbe75d,1,2016,294.0,108.0,1923.0,433.0,1,1,900
102,30716,500000,Hatchback,0,3e21824be728cbec,1,2016,641.0,79.0,1763.0,361.0,4,1,1190
103,30576,330000,Hatchback,0,3e21824be728cbec,1,2016,3011.0,79.0,1763.0,990.0,1,1,890
104,30604,420000,Hatchback,0,3e21824be728cbec,1,2016,1531.0,79.0,1763.0,594.0,3,1,950
105,16996,410000,Sedan,0,ef76a85c4b39f693,1,2016,10085.0,1.0,1810.0,440.0,1,1,808
106,16968,130000,Sedan,0,ef76a85c4b39f693,1,2016,9548.0,1.0,1810.0,460.0,2,1,748
107,30632,430000,Hatchback,0,3e21824be728cbec,1,2016,1337.0,79.0,1763.0,559.0,3,1,1010
108,16940,360000,Sedan,0,ef76a85c4b39f693,1,2016,3423.0,1.0,1810.0,248.0,4,1,688
109,6244,110000,Sedan,0,d4efbebb087fd03f,1,2016,12937.0,17.0,2313.0,207.0,2,1,191
110,1680,430000,SUV,0,2d0d2c3403909fdb,1,2016,866.0,59.0,698.0,259.0,3,1,963
111,16912,320000,Sedan,0,ef76a85c4b39f693,1,2016,15351.0,1.0,1810.0,1261.0,1,1,628
112,30660,350000,Hatchback,0,3e21824be728cbec,1,2016,1346.0,79.0,1763.0,791.0,4,1,1070
113,16884,450000,Sedan,0,ef76a85c4b39f693,1,2016,1995.0,1.0,1810.0,143.0,4,1,568
114,16856,440000,Sedan,0,ef76a85c4b39f693,1,2016,12357.0,1.0,1810.0,883.0,1,1,508
115,30688,210000,Hatchback,0,3e21824be728cbec,1,2016,954.0,79.0,1763.0,185.0,4,1,1130
116,6216,150000,Sedan,0,d4efbebb087fd03f,1,2016,3679.0,17.0,2313.0,389.0,5,1,131
117,30940,340000,Sedan,0,f8a6975573af1b33,1,2016,4371.0,23.0,2104.0,855.0,3,1,351
118,5908,410000,Sedan,0,7cf283430b3b5e38,1,2016,6037.0,270.0,3705.0,2603.0,1,1,790
119,17948,110000,SUV,0,da457d15788fe8ee,1,2016,5625.0,7.0,2800.0,924.0,2,1,210
120,29316,410000,Sedan,0,9c1c7ee8ebdda299,1,2016,2270.0,51.0,2613.0,2396.0,1,1,828
121,19012,500000,Sedan,0,6858d6dfe680bdf7,1,2016,1217.0,92.0,2372.0,206.0,4,1,1171
122,18984,210000,Sedan,0,6858d6dfe680bdf7,1,2016,1810.0,92.0,2372.0,204.0,4,1,1111
123,29344,330000,Sedan,0,9c1c7ee8ebdda299,1,2016,1016.0,51.0,2613.0,520.0,1,1,888
124,18956,350000,Sedan,0,6858d6dfe680bdf7,1,2016,2059.0,92.0,2372.0,336.0,4,1,1051
125,5572,530000,Sedan,0,7cf283430b3b5e38,1,2016,1076.0,270.0,3705.0,390.0,4,1,70
126,18928,430000,Sedan,0,6858d6dfe680bdf7,1,2016,2291.0,92.0,2372.0,420.0,3,1,991
127,2100,450000,Sedan,0,a28bb927b6fcb33c,1,2016,617.0,219.0,117.0,414.0,4,1,544
128,29372,420000,Sedan,0,9c1c7ee8ebdda299,1,2016,454.0,51.0,2613.0,366.0,3,1,948
129,18900,420000,Sedan,0,6858d6dfe680bdf7,1,2016,2371.0,92.0,2372.0,272.0,3,1,931
130,18872,330000,Sedan,0,6858d6dfe680bdf7,1,2016,8012.0,92.0,2372.0,1803.0,1,1,871
131,29400,430000,Sedan,0,9c1c7ee8ebdda299,1,2016,374.0,51.0,2613.0,522.0,3,1,1008
132,5600,150000,Sedan,0,7cf283430b3b5e38,1,2016,1156.0,270.0,3705.0,558.0,5,1,130
133,29428,350000,Sedan,0,9c1c7ee8ebdda299,1,2016,595.0,51.0,2613.0,407.0,4,1,1068
134,18844,410000,Sedan,0,6858d6dfe680bdf7,1,2016,4054.0,92.0,2372.0,302.0,1,1,811
135,18816,130000,Sedan,0,6858d6dfe680bdf7,1,2016,4022.0,92.0,2372.0,290.0,2,1,751
136,29456,210000,Sedan,0,9c1c7ee8ebdda299,1,2016,979.0,51.0,2613.0,1022.0,4,1,1128
137,18788,360000,Sedan,0,6858d6dfe680bdf7,1,2016,1410.0,92.0,2372.0,211.0,4,1,691
138,36288,610000,Sedan,0,c6cd4e0e073f5ac2,1,2016,1189.0,25.0,3681.0,853.0,4,1,1259
139,5628,110000,Sedan,0,7cf283430b3b5e38,1,2016,2656.0,270.0,3705.0,334.0,2,1,190
140,2072,440000,Sedan,0,a28bb927b6fcb33c,1,2016,4350.0,219.0,117.0,4260.0,1,1,484
141,18760,320000,Sedan,0,6858d6dfe680bdf7,1,2016,7315.0,92.0,2372.0,1221.0,1,1,631
142,29484,500000,Sedan,0,9c1c7ee8ebdda299,1,2016,270.0,51.0,2613.0,309.0,4,1,1188
143,18732,450000,Sedan,0,6858d6dfe680bdf7,1,2016,1089.0,92.0,2372.0,142.0,4,1,571
144,29512,610000,Sedan,0,9c1c7ee8ebdda299,1,2016,729.0,51.0,2613.0,814.0,4,1,1248
145,5544,310000,Sedan,0,7cf283430b3b5e38,1,2016,3212.0,270.0,3705.0,1709.0,3,1,10
146,29288,130000,Sedan,0,9c1c7ee8ebdda299,1,2016,4166.0,51.0,2613.0,4384.0,2,1,768
147,19040,610000,Sedan,0,6858d6dfe680bdf7,1,2016,1987.0,92.0,2372.0,188.0,4,1,1231
148,2128,320000,Sedan,0,a28bb927b6fcb33c,1,2016,2035.0,219.0,117.0,902.0,1,1,604
149,36764,420000,SUV,0,a9a43d1a7ecbe75d,1,2016,226.0,108.0,1923.0,278.0,3,1,960
150,5432,210000,SUV,0,af6f4f548684e14d,1,2016,1263.0,152.0,3963.0,446.0,4,1,1089
151,29092,340000,Sedan,0,9c1c7ee8ebdda299,1,2016,687.0,51.0,2613.0,663.0,3,1,348
152,19376,320000,MPV,0,79de4e4b24c35b04,1,2016,12016.0,95.0,3476.0,2589.0,1,1,632
153,19348,450000,MPV,0,79de4e4b24c35b04,1,2016,6080.0,95.0,3476.0,4995.0,4,1,572
154,2184,130000,Sedan,0,a28bb927b6fcb33c,1,2016,1540.0,219.0,117.0,409.0,2,1,724
155,19320,440000,MPV,0,79de4e4b24c35b04,1,2016,23938.0,95.0,3476.0,6216.0,1,1,512
156,29120,370000,Sedan,0,9c1c7ee8ebdda299,1,2016,3761.0,51.0,2613.0,4313.0,1,1,408
157,5460,500000,SUV,0,af6f4f548684e14d,1,2016,1302.0,152.0,3963.0,540.0,4,1,1149
158,29148,140000,Sedan,0,9c1c7ee8ebdda299,1,2016,1220.0,51.0,2613.0,1841.0,4,1,468
159,19292,140000,MPV,0,79de4e4b24c35b04,1,2016,4260.0,95.0,3476.0,629.0,4,1,452
160,19264,370000,MPV,0,79de4e4b24c35b04,1,2016,13453.0,95.0,3476.0,3560.0,1,1,392
161,18704,440000,Sedan,0,6858d6dfe680bdf7,1,2016,6938.0,92.0,2372.0,1303.0,1,1,511
162,29176,440000,Sedan,0,9c1c7ee8ebdda299,1,2016,2208.0,51.0,2613.0,1492.0,1,1,528
163,19208,510000,MPV,0,79de4e4b24c35b04,1,2016,9383.0,95.0,3476.0,1477.0,2,1,272
164,5488,610000,SUV,0,af6f4f548684e14d,1,2016,1703.0,152.0,3963.0,746.0,4,1,1209
165,2156,360000,Sedan,0,a28bb927b6fcb33c,1,2016,491.0,219.0,117.0,248.0,4,1,664
166,29204,450000,Sedan,0,9c1c7ee8ebdda299,1,2016,366.0,51.0,2613.0,505.0,4,1,588
167,19180,110000,MPV,0,79de4e4b24c35b04,1,2016,6415.0,95.0,3476.0,920.0,2,1,212
168,19152,150000,MPV,0,79de4e4b24c35b04,1,2016,1460.0,95.0,3476.0,207.0,5,1,152
169,29232,320000,Sedan,0,9c1c7ee8ebdda299,1,2016,1270.0,51.0,2613.0,753.0,1,1,648
170,19124,530000,MPV,0,79de4e4b24c35b04,1,2016,4524.0,95.0,3476.0,1235.0,4,1,92
171,5516,230000,SUV,0,af6f4f548684e14d,1,2016,1082.0,152.0,3963.0,266.0,5,1,1269
172,29260,360000,Sedan,0,9c1c7ee8ebdda299,1,2016,433.0,51.0,2613.0,678.0,4,1,708
173,19096,310000,MPV,0,79de4e4b24c35b04,1,2016,4524.0,95.0,3476.0,754.0,3,1,32
174,19068,230000,Sedan,0,6858d6dfe680bdf7,1,2016,1113.0,92.0,2372.0,67.0,5,1,1291
175,19236,340000,MPV,0,79de4e4b24c35b04,1,2016,4883.0,95.0,3476.0,2000.0,3,1,332
176,5656,510000,Sedan,0,7cf283430b3b5e38,1,2016,4395.0,270.0,3705.0,1710.0,2,1,250
177,29540,230000,Sedan,0,9c1c7ee8ebdda299,1,2016,754.0,51.0,2613.0,645.0,5,1,1308
178,18676,140000,Sedan,0,6858d6dfe680bdf7,1,2016,1041.0,92.0,2372.0,61.0,4,1,451
179,5796,450000,Sedan,0,7cf283430b3b5e38,1,2016,1147.0,270.0,3705.0,677.0,4,1,550
180,18256,330000,SUV,0,da457d15788fe8ee,1,2016,8491.0,7.0,2800.0,1337.0,1,1,870
181,1960,510000,Sedan,0,a28bb927b6fcb33c,1,2016,1753.0,219.0,117.0,528.0,2,1,244
182,29792,440000,SUV,0,c6833cb891626c17,1,2016,2081.0,95.0,719.0,1227.0,1,1,529
183,18228,410000,SUV,0,da457d15788fe8ee,1,2016,6667.0,7.0,2800.0,511.0,1,1,810
184,18200,130000,SUV,0,da457d15788fe8ee,1,2016,5731.0,7.0,2800.0,413.0,2,1,750
185,29820,450000,SUV,0,c6833cb891626c17,1,2016,426.0,95.0,719.0,327.0,4,1,589
186,5824,320000,Sedan,0,7cf283430b3b5e38,1,2016,8826.0,270.0,3705.0,4998.0,1,1,610
187,18172,360000,SUV,0,da457d15788fe8ee,1,2016,2373.0,7.0,2800.0,311.0,4,1,690
188,29848,320000,SUV,0,c6833cb891626c17,1,2016,2384.0,95.0,719.0,1339.0,1,1,649
189,18144,320000,SUV,0,da457d15788fe8ee,1,2016,9648.0,7.0,2800.0,1186.0,1,1,630
190,18116,450000,SUV,0,da457d15788fe8ee,1,2016,1659.0,7.0,2800.0,206.0,4,1,570
191,18284,420000,SUV,0,da457d15788fe8ee,1,2016,4380.0,7.0,2800.0,558.0,3,1,930
192,1932,110000,Sedan,0,a28bb927b6fcb33c,1,2016,1026.0,219.0,117.0,335.0,2,1,184
193,29876,360000,SUV,0,c6833cb891626c17,1,2016,667.0,95.0,719.0,463.0,4,1,709
194,18088,440000,SUV,0,da457d15788fe8ee,1,2016,9311.0,7.0,2800.0,1584.0,1,1,510
195,29904,130000,SUV,0,c6833cb891626c17,1,2016,2421.0,95.0,719.0,867.0,2,1,769
196,18060,140000,SUV,0,da457d15788fe8ee,1,2016,2103.0,7.0,2800.0,162.0,4,1,450
197,18032,370000,SUV,0,da457d15788fe8ee,1,2016,7246.0,7.0,2800.0,603.0,1,1,390
198,29932,410000,SUV,0,c6833cb891626c17,1,2016,2805.0,95.0,719.0,1112.0,1,1,829
199,18004,340000,SUV,0,da457d15788fe8ee,1,2016,3492.0,7.0,2800.0,342.0,3,1,330
200,5880,130000,Sedan,0,7cf283430b3b5e38,1,2016,4492.0,270.0,3705.0,1931.0,2,1,730
201,17976,510000,SUV,0,da457d15788fe8ee,1,2016,7555.0,7.0,2800.0,821.0,2,1,270
202,36316,230000,Sedan,0,c6cd4e0e073f5ac2,1,2016,602.0,25.0,3681.0,197.0,5,1,1319
203,1904,150000,Sedan,0,a28bb927b6fcb33c,1,2016,552.0,219.0,117.0,190.0,5,1,124
204,29960,330000,SUV,0,c6833cb891626c17,1,2016,2637.0,95.0,719.0,1942.0,1,1,889
205,5852,360000,Sedan,0,7cf283430b3b5e38,1,2016,1994.0,270.0,3705.0,1261.0,4,1,670
206,29988,420000,SUV,0,c6833cb891626c17,1,2016,1038.0,95.0,719.0,472.0,3,1,949
207,29764,140000,SUV,0,c6833cb891626c17,1,2016,1094.0,95.0,719.0,314.0,4,1,469
208,18312,430000,SUV,0,da457d15788fe8ee,1,2016,3763.0,7.0,2800.0,602.0,3,1,990
209,2044,140000,Sedan,0,a28bb927b6fcb33c,1,2016,578.0,219.0,117.0,182.0,4,1,424
210,18648,370000,Sedan,0,6858d6dfe680bdf7,1,2016,4887.0,92.0,2372.0,484.0,1,1,391
211,29568,310000,SUV,0,c6833cb891626c17,1,2016,692.0,95.0,719.0,320.0,3,1,49
212,18620,340000,Sedan,0,6858d6dfe680bdf7,1,2016,2708.0,92.0,2372.0,361.0,3,1,331
213,5684,340000,Sedan,0,7cf283430b3b5e38,1,2016,3459.0,270.0,3705.0,2375.0,3,1,310
214,29596,530000,SUV,0,c6833cb891626c17,1,2016,805.0,95.0,719.0,310.0,4,1,109
215,18592,510000,Sedan,0,6858d6dfe680bdf7,1,2016,5248.0,92.0,2372.0,562.0,2,1,271
216,18564,110000,Sedan,0,6858d6dfe680bdf7,1,2016,4374.0,92.0,2372.0,694.0,2,1,211
217,29624,150000,SUV,0,c6833cb891626c17,1,2016,1015.0,95.0,719.0,283.0,5,1,169
218,18536,150000,Sedan,0,6858d6dfe680bdf7,1,2016,897.0,92.0,2372.0,68.0,5,1,151
219,5712,370000,Sedan,0,7cf283430b3b5e38,1,2016,7475.0,270.0,3705.0,3723.0,1,1,370
220,2016,370000,Sedan,0,a28bb927b6fcb33c,1,2016,1635.0,219.0,117.0,424.0,1,1,364
221,35896,370000,Sedan,0,c6cd4e0e073f5ac2,1,2016,3508.0,25.0,3681.0,3685.0,1,1,419
222,18508,530000,Sedan,0,6858d6dfe680bdf7,1,2016,1610.0,92.0,2372.0,272.0,4,1,91
223,29652,110000,SUV,0,c6833cb891626c17,1,2016,1644.0,95.0,719.0,781.0,2,1,229
224,18452,230000,SUV,0,da457d15788fe8ee,1,2016,2315.0,7.0,2800.0,178.0,5,1,1290
225,5740,140000,Sedan,0,7cf283430b3b5e38,1,2016,1738.0,270.0,3705.0,646.0,4,1,430
226,29680,510000,SUV,0,c6833cb891626c17,1,2016,2174.0,95.0,719.0,739.0,2,1,289
227,18424,610000,SUV,0,da457d15788fe8ee,1,2016,2836.0,7.0,2800.0,363.0,4,1,1230
228,18396,500000,SUV,0,da457d15788fe8ee,1,2016,1871.0,7.0,2800.0,257.0,4,1,1170
229,18368,210000,SUV,0,da457d15788fe8ee,1,2016,2933.0,7.0,2800.0,399.0,4,1,1110
230,1988,340000,Sedan,0,a28bb927b6fcb33c,1,2016,735.0,219.0,117.0,308.0,3,1,304
231,5768,440000,Sedan,0,7cf283430b3b5e38,1,2016,4986.0,270.0,3705.0,1777.0,1,1,490
232,29708,340000,SUV,0,c6833cb891626c17,1,2016,1447.0,95.0,719.0,680.0,3,1,349
233,18340,350000,SUV,0,da457d15788fe8ee,1,2016,2827.0,7.0,2800.0,426.0,4,1,1050
234,29736,370000,SUV,0,c6833cb891626c17,1,2016,2634.0,95.0,719.0,983.0,1,1,409
235,18480,310000,Sedan,0,6858d6dfe680bdf7,1,2016,3413.0,92.0,2372.0,673.0,3,1,31
236,16436,420000,Hatchback,0,b4be3a4917289c82,1,2016,3418.0,10.0,10.0,88.0,3,1,927
237,30968,370000,Sedan,0,f8a6975573af1b33,1,2016,6780.0,23.0,2104.0,612.0,1,1,411
238,16408,330000,Hatchback,0,b4be3a4917289c82,1,2016,8762.0,10.0,10.0,325.0,1,1,867
239,14560,330000,Sedan,0,02aab221aabc03b9,1,2016,918.0,132.0,399.0,1444.0,1,1,864
240,14532,410000,Sedan,0,02aab221aabc03b9,1,2016,570.0,132.0,399.0,355.0,1,1,804
241,1176,610000,Sedan,0,3d7554f1f56dd664,1,2016,1444.0,43.0,3996.0,240.0,4,1,1202
242,32144,510000,Sedan,0,212083a9246d2fd3,1,2016,5584.0,65.0,469.0,1265.0,2,1,293
243,14504,130000,Sedan,0,02aab221aabc03b9,1,2016,477.0,132.0,399.0,325.0,2,1,744
244,7056,320000,Sedan,0,7245e0ee27b195cd,1,2016,653.0,96.0,1699.0,444.0,1,1,612
245,32172,340000,Sedan,0,212083a9246d2fd3,1,2016,3073.0,65.0,469.0,1338.0,3,1,353
246,14476,360000,Sedan,0,02aab221aabc03b9,1,2016,208.0,132.0,399.0,204.0,4,1,684
247,32200,370000,Sedan,0,212083a9246d2fd3,1,2016,6165.0,65.0,469.0,1919.0,1,1,413
248,14448,320000,Sedan,0,02aab221aabc03b9,1,2016,1084.0,132.0,399.0,1709.0,1,1,624
